ADANIENT,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BEL,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,ITC,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBILIFE,SBIN,SHRIRAMFIN,SUNPHARMA,TATACONSUM,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,TRENT,ULTRACEMCO,WIPRO
1.0,0.7913185080547551,0.4464675629867358,-0.15569991220284093,0.4039946662517212,0.5208724557063487,0.01550356402644297,-0.2545310180533019,0.4904270780270547,0.35704311073837236,0.6702777635423188,0.31390529466390377,0.5489642654956813,0.6809975224933481,0.4650573418514781,0.32225735423107976,0.38471061950523544,0.29289211416958816,-0.04869580156063474,-0.20255534416823937,0.6276516311233523,0.40123509243312155,-0.04688995685343203,0.3692708727527972,0.15192253142908352,0.22000742269122256,-0.05753159689772927,0.36950506041377046,0.03157734031217825,0.7387586885174087,0.35370042795106044,0.5155693608451001,0.3897972336614152,0.5755457332104434,0.6158324191651705,0.5568776419942102,0.7975923595490423,0.2469749430320388,0.6113401642182161,0.34112661714942305,0.4231195245955951,0.7110266398475831,0.7146051754490359,0.6650863646537232,0.4967884595408484,0.1774796401732693,0.33815672207667863,0.29753566742033427,0.45149839277297626,0.4952799852539774
0.7913185080547551,1.0,0.737667419699658,-0.21970900555321576,0.7020070153606293,0.8503904483789436,0.17543921737083984,-0.2820045102519284,0.8802278794050332,0.7841444571296595,0.9148658515400189,0.6667777077588652,0.8604081730406955,0.9436144091612821,0.8014793852637173,0.7475851536212597,0.8339690253635778,0.5221998124100692,0.2718077188796738,0.14717666767874646,0.8984534966496538,0.7430304648680709,0.26753059673818297,0.7967254456637619,-0.24819008373620502,0.55293253007932,0.32641809600638805,0.7104315412137218,0.025127644331433115,0.7915949016224202,0.782628467055321,0.7739533500445588,0.20647395399070123,0.8997160419987569,0.9137226396256773,0.9257811719097001,0.8607859511108293,0.6199086498928157,0.9066196826055298,0.7498768135806709,0.7814904113655824,0.752940279176015,0.8871031934444165,0.7969188122592727,0.7768947558024257,0.6125940890497054,0.01773729782689135,0.7287898348255863,0.7998324135234786,0.7396946581343549
0.4464675629867358,0.737667419699658,1.0,-0.1156277642392537,0.4857676108051245,0.8598407191115846,0.528027196896685,-0.18678965258771615,0.6842022622499379,0.8424014361295723,0.8182848877117498,0.7090004853975558,0.86315871866771,0.7208829749171758,0.8311420379210693,0.6288521785651907,0.76478286697205,0.8974531247552753,0.40717360302666344,0.5207961872638366,0.7400342055815968,0.6330455341735335,0.4423676045517347,0.8231483929585967,-0.5448141282814094,0.8485851077715466,0.5589491212963231,0.7517715189039786,0.18786553302945866,0.5858571753590583,0.72476340160873,0.4970630623871975,-0.033141132848628144,0.8632233514762117,0.7279501152419411,0.7741868995126465,0.50797163120216,0.7937661666755423,0.6574534256578641,0.887364531712384,0.9359297341517483,0.540529076055934,0.5727711024141813,0.38572270563895344,0.8329922359326927,0.8496025417424763,0.09029245147484827,0.8567522988508619,0.766557902431619,0.8833745551494039
-0.15569991220284093,-0.21970900555321576,-0.1156277642392537,1.0,0.05965928268816288,-0.11698211045869192,0.48884722932947605,0.6441016119063167,-0.21858503454748182,-0.1435339897130709,-0.22545120128346782,0.3229799666642298,-0.16322992629715227,-0.15782123340957466,-0.02034006162910607,-0.12722367135344917,-0.08922541322371273,-0.034523613674864964,0.32256418355757843,0.3988176295506272,-0.08103750836238471,-0.033403574294630346,0.6200540555338766,-0.1823103346691536,0.45212322508466596,0.14629171781079145,0.482199349721256,-0.01570185632853925,0.6046399209375934,-0.09868664061776555,-0.18446213872414569,-0.278261844893449,0.4288500598849579,-0.10012921520327363,-0.20817700378999923,-0.23894345703069308,-0.1900370374571499,0.27688773770740127,-0.42720359555629706,0.021333586923196347,-0.1765591874966158,0.07161265065856712,-0.217475015192628,-0.3464705595545761,0.0048974134101607,0.0026132156320920357,0.4472915272768095,-0.04773098567636699,0.0967889310460097,-0.20696760421143023
0.4039946662517212,0.7020070153606293,0.4857676108051245,0.05965928268816288,1.0,0.6746588527465427,0.3146057483467677,0.10398845530097788,0.831812777933306,0.7197009140061589,0.5714938252153385,0.7549770723105032,0.6141238719049421,0.6623661195439173,0.5681739755131295,0.7993614363381621,0.8168787703148892,0.32465448591661233,0.6360134901161635,0.24708101782622519,0.7939398207772997,0.7926016379037619,0.5173380779345126,0.7810107616328397,-0.24084963699571604,0.47617062325698006,0.46417718630959864,0.7697390182103779,0.2389332014275328,0.5411638621426479,0.7977506862105754,0.5412489581255885,0.20692937778794004,0.7029748362362608,0.5741189195549313,0.7736348985728418,0.545929398278019,0.5284555388073519,0.713572021372616,0.6862353546128305,0.5223482833403724,0.3905775425233569,0.4818194986311993,0.6432953379838431,0.5042067454837142,0.6363848509654377,-0.19651228417043298,0.6790694614963418,0.8339816123824209,0.5914697951199818
0.5208724557063487,0.8503904483789436,0.8598407191115846,-0.11698211045869192,0.6746588527465427,1.0,0.5274785172426588,-0.08315948904669516,0.8415882186628151,0.9455986382917223,0.9009250350624406,0.7931839495497078,0.9372500954145048,0.8610951557951264,0.7994366753520112,0.80339278091736,0.8842227735169144,0.6888583483342889,0.43499899697882105,0.3945481565065402,0.9086523059085642,0.8326223595078778,0.4718643431482659,0.9065427998982035,-0.4120759821065695,0.7002204236865988,0.5377931047113392,0.861067734890383,0.11757599557612983,0.6581782553786156,0.8854534012049257,0.7748791754621552,0.14135924127010693,0.9427615416305735,0.8047999083537799,0.9108349776884933,0.6375902378132157,0.7924201368407557,0.8112524433283734,0.9282679394791221,0.9306660917495233,0.612501997967113,0.7162090135682101,0.6848059673949719,0.7862099552715066,0.7849447123125243,0.026972982331202548,0.9260430195388071,0.814366708924,0.7694644192183334
0.01550356402644297,0.17543921737083984,0.528027196896685,0.48884722932947605,0.3146057483467677,0.5274785172426588,1.0,0.5394291268636655,0.21645082734710627,0.5148696313208269,0.30862351129900345,0.6152653610858543,0.39929390903332584,0.19157687119972336,0.3571979110971989,0.3349758968324236,0.4202638531291298,0.574494006219149,0.5715852790049559,0.6975771770427782,0.3297248716644325,0.44120208442635284,0.6465751850888403,0.48305152537972146,-0.16140278876587938,0.5893110883442901,0.7009140623182607,0.5894222524889684,0.523001051527794,0.24884934242144513,0.38323271443973705,0.16908513952866483,0.16681816164127994,0.46602970565674656,0.13965066139710214,0.27170843009276674,-0.03064446425818496,0.6982740570277156,0.07706399081282804,0.627259229356001,0.5243169897909014,0.147295789185202,0.024466264688131505,0.012158968527959703,0.4029014658371982,0.5589757670969212,0.33115155529935286,0.5811195426448248,0.4523983601375764,0.36774322644967156
-0.2545310180533019,-0.2820045102519284,-0.18678965258771615,0.6441016119063167,0.10398845530097788,-0.08315948904669516,0.5394291268636655,1.0,-0.16738956689333792,-0.0907728696941261,-0.36634583383902425,0.14291770777772358,-0.21756677064616767,-0.31564824970800187,-0.2949663883364409,-0.07669009647146038,-0.09791185898354594,-0.15708217446727282,0.4034683275348793,0.23538371011148648,-0.1296959550631735,0.052109734303383524,0.3486900512181409,-0.11841772133731204,0.3625558093730211,-0.09549257790311394,0.3112462492407291,0.07576499310869338,0.5411095500822257,-0.05251924754401717,-0.09731198354200551,-0.18033294488243715,0.3080986518588915,-0.17357974361871786,-0.3780386426824567,-0.2692101172317635,-0.28301455530009223,0.05427470092888254,-0.3750699049987158,0.010272621975169696,-0.23470583212735496,-0.2023051298740823,-0.36789586385910505,-0.15954541085906926,-0.273286765751689,-0.07407765261743776,0.2859236531540679,-0.06848230248053931,0.019899173792433795,-0.2755414414579644
0.4904270780270547,0.8802278794050332,0.6842022622499379,-0.21858503454748182,0.831812777933306,0.8415882186628151,0.21645082734710627,-0.16738956689333792,1.0,0.8850464773256848,0.8014356970386046,0.7552816362588297,0.8268210527910268,0.8666692874575664,0.7350168440080789,0.9204114312278904,0.9350154629927865,0.4684146154964056,0.5248116515315099,0.29280828705699247,0.8787819497968913,0.8818150402995638,0.410541053959978,0.890095122281101,-0.47065612740057483,0.5694386082531583,0.47590534219015834,0.8470476620271942,0.05798510338454538,0.6546013529419336,0.9454560141990961,0.7438821134860025,0.003434128857193389,0.88502295913843,0.813478733588684,0.9492765460467352,0.6480214379811828,0.625977800782873,0.9078625101546771,0.8095113484555696,0.756307621161081,0.49184135913884647,0.6982324593275685,0.770821877285116,0.6648632936403162,0.7489800240827817,-0.3002643472194747,0.8346981247295674,0.8705403258531613,0.6922441620398164
0.35704311073837236,0.7841444571296595,0.8424014361295723,-0.1435339897130709,0.7197009140061589,0.9455986382917223,0.5148696313208269,-0.0907728696941261,0.8850464773256848,1.0,0.8250942544292807,0.8295658653912112,0.8811720530225134,0.7963241961445637,0.7703068772712132,0.8751253854324736,0.9314517047215222,0.6941777612463841,0.5761731280490449,0.5008828793437375,0.8575015850732209,0.8887350660744753,0.522248442914279,0.9604533674178176,-0.6010103873110229,0.7400873792035223,0.6348889520248296,0.9140238201443591,0.1236582046986304,0.5697611760028547,0.9464756429594056,0.6915697791730757,-0.07518985497428814,0.9359413093146493,0.7458209693414161,0.9088240166651751,0.4834805730213163,0.7799787178798967,0.7970080536474713,0.9487734941861045,0.9198879787793741,0.43889103663078766,0.5823064313448445,0.6086137143428378,0.7225661826029132,0.8863253015218697,-0.18394240609060286,0.9718664250700138,0.8448366430670184,0.7616757439281612
