Ticker,volatility
TRENT,0.037578360078761364
BEL,0.03319049915608372
ADANIPORTS,0.030079040555288105
M&M,0.029891754687651664
ADANIENT,0.029163543475926573
BPCL,0.027877442508681537
INDUSINDBK,0.02714476081265887
POWERGRID,0.026082586734972973
SHRIRAMFIN,0.02592688416849996
BAJAJ-AUTO,0.025922784719018488
